Lux,Temp-degree,Particles2.5,Particles10
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
65536.0,0.0,0.0,0.0
10040.256,20.31503,238.17052,102.74856
